CODGEO;PMIMP;DECUC_Q2;DECUC_Q1;DECUC_Q3;BREV;DECUC_D1;DECUC_D9;DECUC_D1D9;DISP_Q2;DISP_Q1;DISP_Q3;TP60;DISP_D1;DISP_D9;DISP_D1D9;PACT;PPEN;PPSOC;PIMPOT;PPAT;NOTE_FILO;C;CC2S;NOTE_CNAM;A;APPA;ARSAS;AAAH;NOTE_CNAF
QP974003;;6590;820;14090;71;0;25840;;12050;10100;16250;54,4;8160;25110;3,1;58,7;10,7;34,2;-8;4,4;0;1404;787;0;493;130;239;33;0
QP974004;15,8;8460;2040;14550;67,6;0;21700;;12060;9490;16720;53,9;7490;22000;2,9;60,6;15,2;29,9;-8;2,3;0;3475;1630;0;1238;363;585;99;0
QP974005;17,2;9470;3470;16040;64,5;0;25020;;12970;9920;17620;47,8;7120;25340;3,6;70,9;9,9;25,4;-9,7;3,5;0;2218;942;0;768;229;335;58;0
QP974006;10,6;6660;1760;13670;72,4;0;21890;;12320;9560;16570;52,8;7750;22800;2,9;51,4;16,5;34,9;-6,8;4;0;2671;1437;0;1147;255;469;108;0
QP974007;10,1;6260;940;13460;73,1;0;22380;;12150;9620;15910;53,7;8190;22300;2,7;46,6;18;35;-6,6;7;0;1876;1031;0;848;158;340;78;0
QP974008;;8970;3660;16450;63,4;0;26450;;13260;9440;18180;46,5;6880;25550;3,7;58,4;17,6;26,9;-7,8;4,9;0;1154;523;0;388;108;167;28;0
QP974009;15,5;7300;1890;15040;68,6;0;23980;;12080;9390;16840;53,7;7340;24550;3,3;66,3;9,3;30,2;-8,8;3;0;2484;1189;0;991;277;399;75;0
QP974010;16,8;7790;1310;15440;67,1;0;25720;;12470;9650;17760;51,3;7670;25590;3,3;59,2;13,2;30,3;-8,8;6,1;0;2842;1446;0;1015;261;486;87;0
QP974011;8;5540;500;11820;77,7;0;18040;;11790;9450;15410;57,4;7720;19770;2,6;49,5;13,1;41,3;-5,4;1,5;0;4307;2331;0;1876;476;802;151;0
QP974012;10;5550;450;12020;76,6;0;19410;;11680;9320;15590;57,6;7750;20520;2,6;53,7;10,8;39,7;-6,4;2,2;0;6039;3330;0;2365;599;1151;210;0
QP974013;14;7390;2390;14370;70;0;22510;;12410;9840;16560;52;7900;22940;2,9;61,8;12,2;31;-8,7;3,7;0;3200;1556;0;1212;344;559;104;0
QP974014;;6620;1000;15840;67,2;0;25790;;12230;9430;17300;53,9;8070;25590;3,2;67;7,1;29,8;-8,4;4,5;1;1315;696;0;436;131;216;33;0
QP974015;20,5;9160;3440;17270;60,5;0;25460;;13470;10060;18510;43,6;8580;24980;2,9;66,9;12,2;26,5;-8,5;2,9;0;2090;883;0;739;242;298;48;0
QP974016;14,2;5530;0;11150;78,3;0;19780;;12160;9910;15610;53,9;8650;21580;2,5;54,9;9,8;40,9;-6,9;1,3;0;2562;1557;0;990;287;438;77;0
QP974017;11,1;7520;2040;13380;71,6;0;20140;;12600;9830;16290;50,6;7930;21340;2,7;61,3;8,4;35,6;-6,5;1,2;0;4780;2407;0;1598;443;761;129;0
QP974018;14,5;7370;1500;14260;70,5;0;21380;;12490;9810;16790;51,4;8000;22160;2,8;58,9;11,8;34,6;-7;1,7;0;21608;10567;0;8086;2279;3552;568;0
QP974019;;8210;2880;14230;70;0;21200;;12910;10410;16760;48,5;8400;22290;2,7;64,1;6,8;34,7;-6,6;1;0;1007;442;0;381;135;143;29;0
QP974020;;5950;1110;12230;77,1;0;17260;;11890;9490;15660;56,5;7750;19220;2,5;55,3;7,4;41;-5,3;1,6;0;1850;1027;0;649;173;318;52;0
QP974021;9,7;4470;0;11180;78,3;0;19440;;11270;8930;14760;62,1;7240;20790;2,9;49,4;11,2;41;-7,1;5,5;0;6290;3857;0;2518;628;1224;203;0
QP974022;10,8;3550;0;10510;80,2;0;18960;;11280;9420;14400;64,6;7480;20690;2,8;49,6;8,4;44,5;-6,6;4,1;0;5282;3415;0;1693;400;964;110;0
QP974023;;7190;2000;15490;66,9;0;27160;;12440;9970;17460;51,3;8060;26380;3,3;61;13,1;29,9;-7,6;3,6;0;1279;669;0;420;101;223;36;0
QP974024;16,4;9760;3380;17050;59,2;0;24400;;13200;9750;17630;45,7;7210;24310;3,4;74;9,2;23,7;-9;2,1;0;1247;543;0;419;124;204;39;0
QP974025;9,6;4130;0;11940;76,6;0;20300;;11380;9370;15390;60,2;7900;21460;2,7;49,5;11,6;42,5;-6,5;2,9;0;11312;6814;0;4290;1068;2255;355;0
QP974026;;4830;310;10680;79,8;0;18940;;11510;9360;15130;60,6;7680;20110;2,6;54,5;8,1;42,9;-6,1;0,6;0;1555;962;0;490;134;236;24;0
QP974027;13,6;4800;0;12350;76,1;0;22350;;11800;9350;15480;58,6;7220;22570;3,1;52,2;13,8;37,6;-8;4,4;0;2471;1381;0;1031;232;431;82;0
QP974028;;4050;0;10900;79,4;0;17240;;11800;9570;15280;58,5;8000;19450;2,4;43,8;13,3;45,9;-5,4;2,4;0;1160;593;0;540;104;185;54;0
QP974029;;7300;2200;14870;68,5;0;20830;;12260;9840;16830;53,2;8080;21680;2,7;53,2;18,7;32,5;-6,7;2,3;0;1894;984;0;766;175;305;44;0
QP974030;;4380;220;11680;76,3;0;21960;;11840;9700;15810;59,3;8270;23330;2,8;54,4;14,1;37,1;-9,3;3,7;0;1428;841;0;531;142;226;47;0
QP974031;;8320;3500;14660;67,6;0;20810;;12790;9950;16920;49,1;8230;21190;2,6;53,4;20,7;30,3;-5,9;1,5;0;1844;860;0;806;195;310;34;0
QP974032;16,2;7860;1600;15200;67,7;0;23600;;12680;9820;17490;49,9;7990;23700;3;60,6;13,9;30,6;-8,2;3,1;0;20175;9568;0;8216;2162;3192;588;0
QP974033;14,8;7060;1450;13290;73,3;0;21180;;12400;9600;16600;52,3;7940;22960;2,9;61,4;9,6;35,4;-7,5;1,1;0;1825;868;0;783;232;293;62;0
QP974034;;5440;80;10850;;0;18050;;12280;9600;15660;54,5;7500;20690;2,8;52,5;6,5;45,4;-6;1,6;0;;;5;;;;;5
QP974035;17,3;5970;60;13390;73,6;0;22600;;12260;9920;16590;55,3;8370;23460;2,8;60;9,8;36,1;-7,8;1,9;0;1473;833;0;511;149;212;27;0
QP974036;14,8;8750;2980;16050;65,9;0;24100;;12630;9620;17880;50,3;7560;24480;3,2;67,7;8,9;27,8;-8;3,6;0;4591;2138;0;1588;500;748;133;0
QP974037;;6580;1850;12200;76,5;0;18870;;12140;9770;15810;54;8190;20920;2,6;59,4;5,6;40;-6;1;0;1903;1057;0;750;270;321;53;0
