CODGEO;PMIMP;DECUC_Q2;DECUC_Q1;DECUC_Q3;BREV;DECUC_D1;DECUC_D9;DECUC_D1D9;DISP_Q2;DISP_Q1;DISP_Q3;TP60;DISP_D1;DISP_D9;DISP_D1D9;PACT;PPEN;PPSOC;PIMPOT;PPAT;NOTE_FILO;C;CC2S;NOTE_CNAM;A;APPA;ARSAS;AAAH;NOTE_CNAF
QP060008;20,9;10590;5780;16350;58,2;1290;21670;16,8;13740;10750;17690;41;8460;21490;2,5;57;28,1;21,9;-8,6;1,6;0;3330;876;0;1128;447;261;135;0
QP060009;20,9;8290;3220;14590;69,7;0;21110;;12760;9820;16480;49;7850;21370;2,7;57,7;19,9;28,8;-8,1;1,7;0;5106;1625;0;1708;540;515;265;0
QP060010;18,9;8210;2940;14600;67,1;30;19860;639,5;12470;9900;16310;51,6;8210;20270;2,5;53,5;24,5;28;-7,7;1,7;0;2729;980;0;879;304;267;131;0
QP060011;21,9;8940;3720;15700;65,8;50;21890;431,1;13040;10250;17340;46,9;8340;21720;2,6;53,6;26;26,6;-8,5;2,3;0;8463;2716;0;2941;1039;794;414;0
QP060012;;10620;5030;16170;59;780;21240;27,3;13610;10910;17400;40,8;8500;21260;2,5;65,9;17,4;23,8;-8,4;1,3;0;1177;247;0;428;163;96;54;0
QP060013;18,9;9240;5830;13800;69,3;1530;19080;12,5;12900;10440;16140;47,6;8490;20000;2,4;60,5;19,9;25,6;-7,2;1,2;0;2600;552;0;792;290;162;96;0
QP060014;;10680;5810;16370;57,9;1090;21000;19,2;13830;10880;17550;39,1;8830;21310;2,4;62,6;21,6;22,6;-8,2;1,4;0;1120;305;0;394;176;80;39;0
QP060015;;12520;5930;18240;51,1;230;22610;97,5;14630;11630;18620;30,7;8910;23640;2,7;62,6;23,6;21,2;-9;1,6;0;904;164;0;324;91;73;32;0
QP060016;24;11860;7380;17360;53,6;4280;22570;5,3;14960;11810;18400;32,2;9280;22110;2,4;65,8;23;18,5;-8,6;1,3;0;1756;178;0;525;198;60;65;0
QP060017;19,1;10130;4580;15180;63;320;21750;68,9;12920;10350;17040;47;8790;21460;2,4;54,5;27,5;23,8;-7,7;1,9;0;1578;452;0;538;189;149;68;0
QP060018;;8210;2670;13200;70;0;19880;;12630;9250;15970;50,1;7650;20550;2,7;51,5;22,5;31,7;-7,2;1,5;0;1091;403;0;388;130;125;52;0
QP061001;19,1;10350;4200;16600;57,8;0;21440;;13700;10510;17940;41,9;8680;21350;2,5;48,8;32,7;24,1;-7,6;2;0;1295;405;0;491;161;159;54;0
QP061002;21,5;10910;3970;17420;55,5;0;23140;;13970;10550;18280;40;8660;22750;2,6;46,5;35,6;23;-8,1;3;0;2214;706;0;980;295;291;128;0
QP061003;;8040;2480;13750;70,3;0;17360;;12160;9430;15710;54,2;7790;19480;2,5;41,1;30,3;32,1;-5,3;1,8;0;735;305;0;357;90;127;40;0
QP061004;;8860;4340;14530;67,8;10;19170;1916,7;12480;10000;16260;51,6;8280;19640;2,4;52,4;26,5;26,5;-7,3;1,9;0;1953;521;0;688;206;176;82;0
QP061005;;6550;1340;11840;;0;16520;;11510;9210;14160;62,7;7400;17350;2,3;38;29,1;36,4;-5,4;1,9;0;;;5;;;;;5
QP061006;13,8;6230;1800;12350;75,7;0;18970;;11640;9240;15370;58,2;7080;19390;2,7;44,8;25,2;34,1;-6,8;2,7;0;3666;1632;0;1418;436;508;126;0
QP061007;17,4;9180;3310;15290;64,6;0;20440;;13040;9890;16860;47,8;8200;20610;2,5;48;28,9;27,3;-7,1;2,9;0;1829;695;0;816;310;239;94;0
QP062001;;12140;6850;18440;51,3;4770;24670;5,2;14640;11790;19200;32,3;9680;23820;2,5;62,2;25,5;17,5;-9,2;4;0;888;136;0;246;103;48;28;0
QP062002;18,7;11350;6660;17150;58;1850;22380;12,1;14130;11640;18160;35,7;9420;21930;2,3;55,6;28,8;21,5;-7,9;2;0;1368;344;0;441;186;100;37;0
QP062003;17,2;10780;6950;16280;57,1;2780;21120;7,6;14600;11500;17630;35,3;9590;21340;2,2;58,1;25,4;22,7;-8;1,8;0;1410;325;0;483;170;118;57;0
QP062004;19,8;8840;2620;16060;64,3;0;22340;;12680;10110;17020;49,5;8340;21920;2,6;52,1;27,8;26,2;-10,2;4,1;0;2021;674;0;738;261;238;78;0
QP062005;16,5;10630;5430;16530;59,8;390;20880;53,6;13870;11030;17380;42,4;9040;20840;2,3;52;30,2;23,6;-7,8;2;0;2022;627;0;723;262;201;95;0
QP062006;;10640;5570;16730;58,7;0;22680;;13690;11000;17810;40,7;9160;22190;2,4;60,3;23,1;22,9;-8,8;2,5;0;833;214;0;303;109;95;22;0
QP062007;20,6;11850;6630;17330;54;720;23590;32,8;14100;11210;18370;38,1;9150;22890;2,5;54,7;31,9;19,6;-8,5;2,3;0;1752;388;0;721;267;163;81;0
QP062008;16;8890;2110;15960;64,7;0;22180;;12750;10130;17340;49,2;8380;22000;2,6;46,3;31;28,8;-8,6;2,5;0;2390;880;0;987;298;369;96;0
QP062009;26,8;10880;4230;19180;55,8;0;27170;;13950;10640;19420;41,3;8580;25190;2,9;61,9;24,4;21,4;-11,2;3,5;0;2935;847;0;1143;414;319;137;0
QP062010;24,2;10610;3680;17400;56,7;0;23640;;13790;10330;17800;38,7;8910;23040;2,6;59,7;22,7;24,7;-9,4;2,3;0;878;284;0;318;111;101;43;0
QP062011;17,4;9720;4060;15650;63;0;21950;;13370;10330;17100;43,9;8650;21610;2,5;53,2;27,5;25,3;-8,7;2,7;0;4332;1499;0;1765;623;493;184;0
QP062012;15,7;10830;5730;15820;60,2;290;20640;70,4;13800;11020;16890;39,8;9050;20380;2,3;54,8;27,6;23,5;-7,6;1,7;0;1504;477;0;526;210;153;47;0
QP062013;18,9;11750;5950;16910;55,6;560;23670;42;14210;11390;17790;33;8570;22450;2,6;57;29,3;20,1;-8,5;2,1;0;1443;359;0;547;205;142;53;0
QP062014;17,2;8920;3990;14400;66,6;220;19480;87,2;13050;10340;16170;47,3;8620;19830;2,3;53,5;24,3;28,1;-7,2;1,3;0;1703;580;0;579;215;175;60;0
QP062015;;10370;1910;17000;58,8;0;21360;;13510;10230;17430;43,9;8740;21800;2,5;52,2;25,6;27,7;-7,6;2,1;0;865;289;0;351;108;134;36;0
QP062016;21,1;11290;6420;17290;53,8;2070;22280;10,8;14640;11380;18750;35,9;9400;22400;2,4;62,3;23,9;20,4;-8,6;2;0;1315;301;0;405;158;100;38;0
QP062017;16,1;10090;5930;15430;63;720;20070;27,8;13450;10740;16850;42;9000;20330;2,3;57,5;25,6;23,6;-8,2;1,5;0;2473;689;0;788;347;189;65;0
QP062018;;10110;5880;15390;62,1;0;20380;;13770;11280;16900;41,2;9150;20450;2,2;52,4;27,9;25,3;-7,3;1,7;0;1491;378;0;505;198;127;61;0
QP062019;13,6;8370;2530;15090;66,4;0;20110;;12810;9890;16450;49;8280;20120;2,4;47;27,2;30,5;-7,1;2,4;0;4073;1560;0;1398;439;499;161;0
QP062020;14,8;9210;4780;15050;65,3;40;19650;441,3;13270;10460;16770;44,1;8760;19740;2,3;51,9;26,4;27,2;-7,2;1,7;0;1863;626;0;686;276;212;68;0
QP062021;16,7;10180;4220;16360;59,3;0;21790;;13590;10120;17380;43,9;8690;21490;2,5;52,5;28,7;24,4;-7,5;1,9;0;1321;465;0;511;193;170;34;0
QP062022;17,1;10950;6190;16450;59,1;1500;21240;14,2;14050;11380;17570;37,3;9330;21580;2,3;61,4;23;22;-8,2;1,8;0;3349;836;0;1098;452;273;105;0
QP062023;19,1;10450;5120;16090;61,8;570;21920;38,1;13640;10900;17190;40,4;9160;21670;2,4;55,4;26,1;24,4;-7,7;1,8;0;1956;531;0;611;245;161;75;0
QP062024;21,6;10110;4720;16690;61,1;350;23000;65,7;13770;10540;17370;42,3;8840;22500;2,5;56,5;26,2;23,2;-8,8;2,9;0;1746;540;0;573;232;175;56;0
QP062025;14,2;8100;1860;13810;71,9;0;20370;;12560;9770;16130;51;8410;20280;2,4;50,7;21,3;33,6;-7,4;1,8;0;3614;1391;0;1506;496;535;208;0
QP062026;23,3;8730;4050;16790;63,7;270;24210;88,2;13270;10900;17720;43,6;8860;23410;2,6;58,4;23;25,2;-9,6;3;0;1470;573;0;405;174;117;36;0
QP062027;;7740;1920;14230;69,6;0;19900;;12220;10120;16100;53,3;8150;20460;2,5;46,9;24,6;33,3;-6,5;1,7;0;1409;529;0;528;176;191;68;0
QP062028;18,7;9830;3970;16700;61,3;0;22460;;13460;10480;17620;43,4;8520;21990;2,6;56,2;24,9;25,8;-8,7;1,8;0;5662;1846;0;2019;749;671;195;0
QP062029;18,2;10780;5950;16570;60,2;920;21830;23,9;13860;11170;17630;39;9240;21670;2,3;58,1;24,6;23,7;-8,5;2,1;0;4542;1222;0;1514;620;406;142;0
QP062030;13,4;8380;2540;13830;69,8;0;20000;;12680;10070;16290;49,9;8400;20200;2,4;51,4;23,8;30,5;-7,5;1,8;0;1872;741;0;701;260;226;70;0
QP062031;;10620;5930;15510;62,8;2220;20940;9,4;13550;11210;17070;40,7;9340;20780;2,2;57,2;25,6;22,9;-7,6;1,9;0;1158;243;0;355;156;75;34;0
QP062032;19,9;10870;5850;16770;58,4;1200;23200;19,3;13680;10660;17430;44,3;8940;22680;2,5;63,3;22,7;21;-8,5;1,5;0;1376;339;0;547;233;117;110;0
QP062033;17,9;9820;4310;15840;61,9;0;21710;;13300;10280;16990;45,1;8400;21240;2,5;53,3;27,6;24,7;-8,2;2,6;0;3385;1019;0;1149;430;335;136;0
QP062034;;8900;4040;14700;65,9;190;19490;103,5;13390;10460;16800;43,1;8360;20520;2,5;55,3;21,4;27,8;-7;2,5;0;1209;418;0;395;136;144;37;0
QP062035;21,3;11500;6350;17540;55;1350;23500;17,4;14250;11640;18380;35,3;9360;23510;2,5;59,9;25,5;21,3;-8,9;2,2;0;2143;499;0;607;272;132;57;0
QP062036;11,6;6560;1500;11730;78,3;0;17740;;11770;9710;14730;58,2;8000;18360;2,3;47,7;18,9;37,7;-6,1;1,8;0;2528;1116;0;1097;393;370;131;0
QP062037;23;10790;4530;17280;57,7;20;25730;1102,8;13910;10950;18210;39,4;8950;24560;2,7;64,7;20,9;22,6;-11,7;3,5;0;1547;493;0;729;270;190;83;0
QP062038;24,2;12350;5950;17600;52,3;1450;23950;16,6;14730;11390;18900;35,9;9050;22830;2,5;64,9;21,1;20,7;-8,7;2;0;935;215;0;270;104;67;25;0
QP062039;;9770;3900;14340;66,3;0;21060;;13080;10360;16950;47,6;8400;21850;2,6;52,8;23,6;29,2;-7,6;2;0;910;315;0;370;123;127;34;0
QP062040;19,8;11760;6600;17430;54,1;1540;22370;14,5;14290;11520;18190;36;9420;22430;2,4;54,9;31,5;19,6;-7,7;1,7;0;1356;315;0;440;178;109;44;0
QP062041;19,5;11050;5270;16910;59,2;310;21860;71,6;13950;11000;17900;39,5;8610;21940;2,5;56,3;27,6;22;-8,4;2,5;0;1783;515;0;556;216;155;59;0
QP062042;;7240;50;13070;73,8;0;21660;;12800;9820;15960;48,5;8260;21160;2,6;54;16,3;36,5;-8;1,2;0;873;391;0;347;124;129;51;0
QP062043;19,1;9630;4950;16430;62,1;380;21950;57,2;13530;10770;17820;41,7;8930;21570;2,4;53,9;26;25,4;-7,9;2,6;0;1541;511;0;496;175;142;59;0
QP062044;13,8;8020;3040;14400;70;0;19520;;12890;10420;16150;47,4;8890;19610;2,2;47,8;25,2;32,3;-7,3;2;0;;;5;;;;;5
QP062045;16,4;10090;5690;15670;62,2;340;20160;58,9;13450;10870;17130;43,2;8840;20630;2,3;53,5;27;25,2;-7,4;1,7;0;2071;592;0;763;278;199;91;0
QP062046;;10670;5600;15270;63,2;1140;20130;17,6;13740;11580;17080;37,7;9660;20070;2,1;55,6;24,7;25,3;-7,1;1,5;0;1165;281;0;398;141;100;48;0
QP062047;18,4;9700;4710;15240;63,7;1130;21700;19,3;13230;10750;16970;43;9020;21620;2,4;54,2;26,1;25,4;-7,8;2,1;0;1214;345;0;424;154;113;45;0
QP062048;19,5;10050;6120;16120;59,5;670;22630;33,9;13690;10990;17570;42,2;8610;22420;2,6;56,3;27,1;23;-8,6;2,2;0;1346;304;0;448;148;105;59;0
QP062049;18;11040;4730;16410;58,1;430;21880;51,1;13550;10960;17310;42,1;8940;21050;2,4;51,4;32,5;22,5;-8,4;2;0;1441;374;0;572;220;135;45;0
QP062050;26;10360;2730;18170;58,3;0;26330;;13330;10410;18930;44;8440;24980;3;66,4;17,4;23,5;-12,1;4,8;0;1024;302;0;552;203;143;46;0
QP062051;14,4;7870;2770;14030;70,5;0;19680;;12730;10200;16170;49,7;8880;19980;2,3;47,6;25,1;32,9;-7,2;1,6;0;6547;2376;0;2451;872;841;235;0
QP062052;21,2;12080;6040;18020;53;650;22810;35,3;14460;10800;18590;37,4;8460;22360;2,6;57,7;29,7;19,5;-9,4;2,5;0;1308;340;0;428;175;125;29;0
QP062053;;11790;6610;16630;54,7;2520;20680;8,2;14170;11520;17710;34,9;9100;20920;2,3;52;33,4;20,6;-8,2;2,2;0;;;5;309;145;66;48;0
QP062054;13,3;8960;4450;14460;67,9;150;18680;127,6;13050;10550;15910;46,1;8940;19710;2,2;49,4;26,5;30,1;-7,3;1,3;0;2019;665;0;803;313;232;96;0
QP062055;20,5;8800;2410;15680;65,3;0;21830;;12790;10070;16920;49,1;8460;21750;2,6;53,9;23,7;28,2;-8,4;2,6;0;4871;1864;0;1724;612;614;173;0
QP062056;11,1;5970;360;11660;77,8;0;17690;;11550;9210;14770;59,7;7870;18650;2,4;43,7;21;39,7;-6;1,6;0;8003;3850;0;3502;1076;1420;271;0
QP062057;22,8;10020;3120;17760;59,3;0;24750;;13400;10390;18650;43,7;8220;23970;2,9;60,5;22,5;22,4;-10,2;4,8;0;2242;703;0;934;342;283;104;0
QP062058;22,7;10330;3970;17970;59,5;10;26010;5201,2;13640;10530;18650;43;8690;25370;2,9;61,5;21,4;23;-11;5,1;0;1528;427;0;653;250;167;84;0
QP062059;;9480;3970;14920;65,9;70;20090;270,9;13180;10390;16630;46,2;8500;20860;2,5;53,7;24,3;27,2;-7,9;2,7;0;917;258;0;328;127;80;52;0
QP062060;;9520;3590;14850;65,8;0;19850;;12740;10270;16360;48,8;8830;20480;2,3;55,7;21,1;28,8;-7,8;2,2;0;882;345;0;405;159;120;48;0
QP062061;15,8;7870;2800;14360;69,5;0;20650;;12620;9850;16340;50,5;8240;20520;2,5;52,8;21,8;31,2;-8,1;2,3;0;6590;2753;0;2716;985;927;288;0
QP062062;;8300;1640;14220;68,5;0;19240;;12890;9880;16210;47,3;8140;19510;2,4;53,9;20,6;31,7;-8,3;2,1;0;1356;588;0;549;206;163;67;0
QP062063;25,6;11350;4660;19180;53,8;260;27710;108,5;14990;11440;19580;36,7;8960;26420;2,9;61,2;24,7;21;-10,8;3,9;0;1177;354;0;411;151;111;44;0
QP062064;18,1;9490;4300;15400;64,2;440;20420;45,9;13220;10580;16650;44,9;8740;20400;2,3;57,7;21,1;27,4;-7,6;1,4;0;1855;611;0;849;342;225;85;0
QP063001;;10220;6400;15900;61,2;1530;21380;13,9;13980;10800;17590;39,3;8870;22210;2,5;45,7;35,6;21,5;-7,7;4,9;0;958;212;0;411;137;71;40;0
QP063002;16,1;7880;2920;13970;71;0;20060;;12060;9250;15500;55,5;7390;20180;2,7;49,3;27,8;27,7;-7,8;3;0;2538;839;0;1251;326;285;93;0
QP063003;19;9020;4050;14900;66,2;280;21610;76,1;12650;9880;16580;50,1;7910;21500;2,7;49,5;31,4;24;-8,4;3,5;0;7162;2191;0;2449;780;656;214;0
QP063004;21,2;8300;3770;14410;69,2;50;20910;386;12670;9990;16240;50;7990;20950;2,6;52,8;26,4;26,4;-8,4;2,8;0;4261;1519;0;1364;501;382;96;0
QP063005;19,7;9900;5390;15670;63,2;550;21150;38,3;13260;10710;16790;44,8;8620;21040;2,4;53,6;28,5;23;-8,3;3,2;0;1922;607;0;677;245;160;66;0
QP063006;;10310;5710;15520;60,5;270;21040;79,3;13570;10530;17310;44,2;8580;20810;2,4;57,7;24,4;23,7;-8,4;2,6;0;1351;376;0;545;190;118;70;0
QP063007;20,8;9880;4120;16490;61,7;0;23120;;13200;9870;17780;44,7;7980;23020;2,9;52,5;29,8;21,7;-10;6;0;1580;428;0;695;228;221;84;0
QP064001;25,2;12050;5970;18650;52,1;220;25480;114,8;14800;11400;19420;33,4;8880;24340;2,7;62,8;22,3;20;-10,1;5;0;1295;238;0;625;220;105;119;0
QP064002;19,1;10290;5790;16180;60,9;2120;21020;9,9;14010;11140;17610;38,4;8770;21090;2,4;57,9;24,1;23,4;-8,1;2,7;0;3316;723;0;1224;413;195;199;0
QP064003;18,3;8620;3280;14830;66,8;0;20810;;13000;10150;16940;46,6;8190;21220;2,6;45;31,7;28,1;-7,7;2,9;0;3612;1231;0;1450;464;357;231;0
QP064004;;6930;2360;11360;80,2;0;15840;;11930;9410;15040;58,6;8020;18260;2,3;42,2;22,6;38,7;-4,9;1,4;0;1954;725;0;783;207;221;123;0
QP065001;;6320;1130;12290;76,9;0;18750;;12030;9390;15510;55,3;7680;19540;2,5;47,7;19,9;37;-6,6;2;0;;;5;745;150;125;71;0
QP065002;12,1;8180;2910;13140;73;0;18970;;12540;9990;15840;51,1;8330;19330;2,3;47,2;23,8;32,7;-7;3,3;0;2314;854;0;1057;314;245;187;0
QP065003;26,2;10620;4040;18530;56,6;0;25890;;14010;10790;19080;40,4;8750;25360;2,9;52,4;32,3;20,6;-10,6;5,3;0;3128;799;0;1392;466;251;268;0
QP065004;;9250;3560;15040;62,9;40;18910;493,9;13470;10310;16410;44,1;8170;19000;2,3;54,6;22,3;28,1;-6,7;1,7;0;871;207;0;;;;;5
QP066001;25;12950;7210;19490;49;530;26830;51;14640;11280;19560;35,6;8980;25090;2,8;65,6;23,3;16,1;-11,5;6,5;0;987;224;0;389;166;98;44;0
QP066002;23,9;9730;3830;18120;59,4;0;26520;;13730;10490;18570;41,7;8350;25460;3,1;48,8;33,3;22,3;-10,6;6,2;0;2167;742;0;947;309;234;114;0
QP066003;21,3;9040;3760;16320;63,6;0;24000;;13210;10520;17540;44,2;8510;23350;2,7;52,5;26,6;25,2;-9,6;5,3;0;2775;938;0;1341;416;403;160;0
QP066004;;4910;790;8320;89;0;13090;;11050;9010;13170;69,9;7290;15890;2,2;36,4;17,7;49,1;-4,3;1,1;0;2388;1315;0;972;230;371;115;0
QP066005;10,8;4200;20;9840;81,2;0;17700;;11340;9200;14550;62,3;7350;19630;2,7;36,2;22,2;44,3;-6,2;3,5;0;4024;2042;0;1627;336;704;251;0
QP066006;;5630;2610;9480;85;0;15740;;10660;8250;13070;71,4;5930;17900;3;44,2;24,5;35;-6,4;2,7;0;;;5;385;109;118;36;0
QP066007;22,9;9970;3480;18200;58,5;0;26650;;13980;10280;18850;41,4;8350;25650;3,1;52,4;28,2;22,8;-10,4;7;0;2470;813;0;1139;294;403;157;0
QP066008;19,7;5460;40;15520;70;0;27440;;12290;9200;17640;51,9;7040;25960;3,7;49,8;22;32,7;-11,8;7,3;0;7591;3348;0;4530;786;1798;716;0
QP066009;;2590;0;10280;;0;16810;;12410;10240;14980;53,2;8720;19010;2,2;31,4;20,9;50,8;-5,6;2,5;0;1089;618;0;464;45;244;129;0
QP066010;;4750;1100;9420;85,4;0;14830;;11140;9060;13690;66,5;7840;17570;2,2;35,3;23,2;44,5;-4,7;1,7;0;1620;831;0;616;176;231;51;0
QP067001;25,3;12480;6940;19280;51,1;2480;25470;10,3;14930;11610;19580;32,8;8920;25370;2,8;68,6;19,6;16,2;-10,8;6,4;0;1441;272;0;417;169;83;54;0
QP067002;29,9;8470;2730;17890;62,8;0;26810;;13140;10100;18700;45,6;8160;25040;3,1;62,1;23,9;21,7;-10,9;3,2;0;1125;333;0;334;129;88;36;0
QP067003;25,6;11880;6970;18860;52,3;1540;26040;16,9;14600;11620;19660;34,4;9610;24980;2,6;66,4;22,1;18,3;-10,3;3,5;0;1497;275;0;408;155;67;41;0
QP067004;19,6;9600;4720;15620;64,1;590;21890;37;13170;10430;17090;45,9;8640;21790;2,5;54,3;27,1;24,4;-8;2,2;0;6149;1798;0;1934;708;513;168;0
QP067005;;7790;3630;13190;72,9;0;19490;;12410;9940;15770;51,8;8130;20500;2,5;52,6;20,3;32,1;-7;2;0;1526;467;0;585;180;159;89;0
QP067006;19,6;9480;5150;15750;63,2;870;21420;24,6;13320;10270;17050;45,2;8320;20810;2,5;55,4;26,4;23,8;-8,1;2,5;0;2414;534;0;772;299;183;84;0
QP067007;33,9;12470;5880;20760;50,7;1270;27520;21,7;15310;11460;20690;32,7;9270;26030;2,8;60,2;30,1;16,8;-11,3;4,2;0;2089;370;0;506;195;83;47;0
QP067008;18,3;10310;5700;15510;61,3;1390;20780;15;13910;10970;17340;40,4;9060;21100;2,3;53,5;27,8;24,6;-8,1;2,2;0;2027;514;0;716;249;188;65;0
QP067009;18,5;9190;5020;15170;64,9;430;21260;49;13070;10320;16860;47,9;8470;21260;2,5;54,1;26,3;25,1;-7,4;1,9;0;3137;900;0;913;334;250;75;0
QP067010;19,3;9540;5250;14800;67,6;1030;20350;19,7;13070;10600;16740;45,5;8350;20510;2,5;59,4;20,6;25,8;-7,9;2,1;0;2308;729;0;792;276;219;47;0
QP067011;19,1;8710;4140;14820;67,6;290;21600;75,8;12870;10180;16850;48,1;8360;21650;2,6;57,9;21;27,2;-8,6;2,5;0;13449;3636;0;4029;1428;1086;377;0
QP067012;28,9;9960;5550;17800;60,4;800;23980;29,9;13580;10230;18180;42,8;8340;23170;2,8;65,2;21,2;20,7;-10;2,9;0;2421;619;0;732;281;174;70;0
QP067013;20,8;9160;4610;15300;66,6;710;21900;30,8;13050;10490;17270;46;8360;21970;2,6;58,1;21,9;25,8;-8,6;2,8;0;8455;2059;0;2614;862;608;266;0
QP067014;16;7950;3630;13640;71,8;140;19750;140,7;12380;10150;15930;52,1;8420;20080;2,4;52,6;22,2;30,5;-7,5;2,2;0;4808;1564;0;1441;453;438;153;0
QP067015;32,5;10880;5090;19710;56,8;660;29520;45;14310;10710;19830;40,6;8010;27520;3,4;76;12,9;19,4;-11,9;3,6;0;3285;706;0;1407;430;258;102;0
QP067016;18,6;8560;3510;14750;69;0;21390;;12930;10260;16640;47,7;8430;21590;2,6;55,7;20,5;29,6;-7,8;2;0;17902;5954;0;6056;2018;1983;640;0
QP067017;18,8;9890;5350;15530;63,7;400;22120;55,3;13340;10560;17080;43,3;8590;21940;2,6;53,9;27,9;23,8;-7,8;2,2;0;4313;1136;0;1379;474;382;145;0
QP067018;26;11980;6370;19490;52,4;1530;30130;19,6;14570;11060;19760;36,5;8730;28100;3,2;66,7;22,7;17;-12,1;5,7;0;2260;489;0;993;269;177;83;0
QP067019;;7490;3280;12970;73,4;0;19460;;12550;10170;15590;52,3;8290;19760;2,4;52,5;19,5;33,1;-6,8;1,7;0;1392;465;0;485;147;158;56;0
QP067020;16,8;7980;3110;13930;69,8;0;19840;;12940;10380;16010;47,6;8700;20560;2,4;56,9;16,5;32,2;-7,4;1,8;1;1648;505;0;;;;;5
QP067021;21,2;10930;6160;16120;59,7;2010;22450;11,2;13940;10960;17580;37,9;9020;21860;2,4;57,8;26,5;20,9;-8,9;3,7;0;2650;595;0;743;272;173;66;0
QP068001;;8180;3780;14020;71;150;20320;136,8;12360;9730;16330;51,9;7730;20450;2,6;48,1;27,4;28;-6,9;3,4;0;1035;274;0;310;100;83;42;0
QP068002;21,8;9380;4890;15750;64,9;630;22300;35,3;13110;10540;17290;46,4;8570;22160;2,6;57;24,8;23,9;-8,5;2,8;0;9652;2354;0;2924;1043;651;288;0
QP068003;15,5;7360;2890;12880;74,2;0;19650;;12140;9760;15530;55,2;8240;20260;2,5;51,8;22;31,3;-7,3;2,2;0;8663;3026;0;2499;833;722;275;0
QP068004;15,8;9080;4930;14720;66,9;520;20140;39;13200;10430;16730;45,6;8600;20730;2,4;53,8;23,9;27,2;-7,3;2,4;0;4448;1071;0;1370;423;321;161;0
QP068005;23,5;9550;4530;16690;62,2;60;24170;386,7;13250;10150;17920;45,3;7840;23630;3;62;21,7;22,3;-10;4;0;32024;7809;0;10796;3326;2392;1281;0
QP068006;22;10480;5350;16540;58,9;740;23860;32,1;13770;10450;18060;41,7;8220;23350;2,8;61,1;23,4;21,6;-8,9;2,8;0;4185;992;0;1409;442;367;165;0
QP068007;27,6;11910;5950;19160;53,2;1810;25260;14;14110;10650;19570;34,3;8570;23460;2,7;65;23,9;17,2;-10;3,9;0;1183;205;0;300;123;64;22;0
QP068008;22,9;10540;5910;16270;60,3;2030;22360;11;13880;10700;17970;38,1;8800;22520;2,6;62,8;21,8;21,7;-8,2;1,9;0;1559;317;0;389;148;77;38;0
QP068009;31;13090;5990;19870;47,9;1750;29300;16,7;15030;11010;20270;35,9;8630;27140;3,1;75,3;18,5;15,8;-12,4;2,8;0;1982;402;0;468;137;95;54;0
QP068010;;10170;5600;16050;61,2;2600;21830;8,4;13690;10790;17720;39,5;8850;23160;2,6;51;31,5;22,1;-7,3;2,7;0;940;174;0;267;90;48;42;0
QP069001;25,7;12570;5690;18250;50,3;2640;23870;9,1;14920;11480;19070;31,8;9150;23660;2,6;59,6;28,5;17,4;-9,4;3,9;0;1574;287;0;439;155;82;46;0
QP069002;28,8;11030;6320;17710;57,6;1820;25700;14,2;14700;11660;19230;35,1;9160;24770;2,7;67,9;18,2;20,8;-10,4;3,5;0;2533;584;0;753;248;144;80;0
QP069003;25,6;13180;7300;18600;48,2;2600;26090;10;15410;11950;19200;29,9;9350;24800;2,7;66;23,7;17,5;-10,4;3,2;0;925;141;0;286;114;50;33;0
QP069004;26,1;11440;5660;18460;55,6;590;24980;42,3;14440;10940;19270;37,3;8070;24350;3;57,8;28,9;18,6;-9,6;4,3;0;3331;662;0;967;319;213;125;0
QP069005;;10410;7000;15850;63,8;2410;21240;8,8;13870;11590;17750;36,4;9490;21460;2,3;58,1;23,5;23,2;-6,9;2,1;0;522;81;0;201;68;42;25;0
QP069006;25,1;9710;4590;18140;59,4;220;24550;110,4;14030;10790;19150;39,2;8920;23880;2,7;69;13,2;24,8;-8,9;1,9;0;1167;318;0;323;123;82;18;0
QP069007;18,1;8590;3920;14850;69;460;21220;46;12630;9810;16740;50,1;7850;21780;2,8;53,9;25,1;25,3;-7,8;3,5;0;3630;1053;0;1097;365;252;118;0
QP069008;13;8060;3810;12900;74;130;18810;146;12550;9990;15700;51,8;8010;19720;2,5;50;23,9;30,4;-6,3;2;0;4399;1503;0;1351;472;365;126;0
QP069009;;10800;6650;15020;61,6;2750;19490;7,1;14160;11510;16860;38,2;9640;19840;2,1;55,1;26,9;22,5;-7;2,5;0;1474;273;0;536;170;92;69;0
QP069010;18,2;8930;4420;14220;68,6;540;19770;36,8;12780;10050;16550;49,1;7890;20610;2,6;59,7;18,4;27,5;-7,8;2,2;0;5014;1303;0;1661;535;347;178;0
QP069011;26,2;10600;5890;17200;59,7;1620;23230;14,4;13780;10700;18270;41,9;8630;22760;2,6;62,3;24,2;19,9;-9,4;3;0;6024;1305;0;1735;621;370;161;0
QP069012;15;7570;3310;12880;73,8;0;18860;;12350;9690;15380;53,9;8120;19710;2,4;53,7;20,4;30,8;-6,7;1,8;0;3437;1152;0;1035;325;310;115;0
QP069013;25,2;9370;4620;16120;63,9;730;23370;32,1;13480;10480;17680;44,6;8690;23440;2,7;65,4;17,1;23,1;-9,2;3,6;0;1543;350;0;593;209;111;59;0
QP069014;26;10440;5170;17110;59,5;1410;23870;16,9;13680;10640;18400;43,2;8120;23640;2,9;54,6;30,6;20,7;-9;3,1;0;2301;542;0;597;177;131;73;0
